id,name_id,year,total_surveys,total_volunteers,total_volunteer_min,total_length_m,additional_area_cleaned_m,total_bags,total_weight_kg,total_litter,avg_per_100m,updated_at
1,1,2024,1266,15194,1541861,147812,216555,3904,16858.1,977599,209,2025-08-18 18:46:11
2,1,2023,1223,14421,1461102,150263,250427,3755,17530.4,642195,205.1,2025-08-18 18:46:11
3,1,2022,1163,13641,1305258,157645,220592,3696,17814.9,500482,197,2025-08-18 18:46:11
4,1,2021,1006,9533,997357,126880,187948,3101,11660,413381,241.5,2025-08-18 18:46:11
5,1,2020,664,5083,509677,80502,109644,1522,7282,366577,221.1,2025-08-18 18:46:11
6,1,2019,1051,27196,2742993,139080,299186,4306,19113.2,635297,274,2025-08-18 18:46:11
7,1,2018,1189,27260,2761956,168803,329106,5463,19443.2,775371,276,2025-08-18 18:46:11
8,1,2017,960,12766,1373443,149704,459687,4134,12678,560554,274.5,2025-08-18 18:46:11
9,1,2016,833,11454,1040035,156114,250262,4344,15931.8,513943,337.5,2025-08-18 18:46:11
10,1,2015,602,9441,962634,157148,107824,3869,17683.3,359569,303.5,2025-08-18 18:46:11
11,1,2014,722,8630,835228,311950,115709,4743,15111.1,431537,304.3,2025-08-18 18:46:11
12,1,2013,632,7218,657854,291146,73436,3716,13164.7,305414,291.2,2025-08-18 18:46:11
13,1,2012,650,9076,711394,244085,77389,4510,17502.2,357947,302,2025-08-18 18:46:11
14,1,2011,718,8628,545096,306448,49334,4334,14703,338869,248.6,2025-08-18 18:46:11
15,1,2010,755,9408,582818,327708,42798,5527,22984.9,382488,222.4,2025-08-18 18:46:11
16,1,2009,823,10724,766353,360987,27840,5561,19636.3,495374,224.6,2025-08-18 18:46:11
17,1,2008,798,10442,660490,330332,0,6103,26823.8,486689,234.4,2025-08-18 18:46:11
18,1,2007,715,8332,563851,306501,0,5197,30910.8,406773,203,2025-08-18 18:46:11
19,1,2006,709,8339,484669,350373,0,5591,21696.4,376818,203.7,2025-08-18 18:46:11
20,1,2005,679,7473,305301,336960,0,4960,23013.8,345091,211.7,2025-08-18 18:46:11
21,1,2004,482,5113,7289,219730,0,4020,18769.8,256886,241.6,2025-08-18 18:46:11
22,1,2003,400,4217,6145,193732,0,3812,12684.2,215753,262.6,2025-08-18 18:46:11
23,1,2002,378,3757,3072,203239,0,2848,19923.9,155923,193.6,2025-08-18 18:46:11
24,1,2001,322,2803,59576,172882,0,2316,12633,132483,177.5,2025-08-18 18:46:11
25,1,2000,239,2108,78457,139621,0,1676,7433.5,129512,204.7,2025-08-18 18:46:11
26,1,1999,185,1798,78917,94747,0,1523,10734,81473,233.6,2025-08-18 18:46:11
27,1,1998,258,3682,196512,149366,0,2911,25322,134465,241.4,2025-08-18 18:46:11
28,1,1997,189,2425,95262,136923,0,1903,16496.1,74789,151.8,2025-08-18 18:46:11
29,1,1996,199,2908,121776,165100,0,2411,17252.8,96273,172.8,2025-08-18 18:46:11
30,1,1995,192,2239,95807,163579,0,2883,26562.8,120134,123.1,2025-08-18 18:46:11
31,1,1994,165,2002,54254,186202,0,2387,14788.1,33205,80.9,2025-08-18 18:46:11
32,2,2024,651,9656,915775,82637,159181,1896,5455.6,268253,199,2025-08-18 18:46:11
33,2,2023,717,9630,879092,97475,160605,2061,9499.2,295731,195.5,2025-08-18 18:46:11
34,2,2022,720,8819,900119,93223,175213,1906,6530.1,310341,222,2025-08-18 18:46:11
35,2,2021,659,6073,626457,83747,140989,1658,6084.6,292649,272,2025-08-18 18:46:11
36,2,2020,456,3850,400399,53410,89609,1052,5415.9,283895,245,2025-08-18 18:46:11
37,2,2019,696,19124,1940349,98261,210033,2831,8593.8,444292,311,2025-08-18 18:46:11
38,2,2018,779,18701,1932476,119800,226408,3291,10158.2,514033,286,2025-08-18 18:46:11
39,2,2017,593,8260,906674,90442,397696,2540,7785.4,337963,380,2025-08-18 18:46:11
40,2,2016,530,7050,658529,111103,211796,2734,8051.3,341325,387.8,2025-08-18 18:46:11
41,2,2015,366,5954,598885,108092,75015,2467,8160.6,234918,328,2025-08-18 18:46:11
42,2,2014,535,6106,586083,266202,88691,3186,10340.3,298417,301.5,2025-08-18 18:46:11
43,2,2013,445,4868,428962,235858,46927,2461,7861.7,194483,288.9,2025-08-18 18:46:11
44,2,2012,414,5986,447012,193343,51733,3030,10561.5,218406,318.2,2025-08-18 18:46:11
45,2,2011,468,5545,336872,228005,31612,2846,9391,224577,250.1,2025-08-18 18:46:11
46,2,2010,459,5848,365027,233011,23795,3384,12317,231640,253,2025-08-18 18:46:11
47,2,2009,503,6790,494518,243785,15606,3412,9272.3,351614,236.2,2025-08-18 18:46:11
48,2,2008,513,6954,407582,236168,0,3931,17370.5,325443,255.9,2025-08-18 18:46:11
49,2,2007,488,5584,360158,226834,0,3435,18373.5,264660,197,2025-08-18 18:46:11
50,2,2006,440,5424,314044,239258,0,3478,14109,230630,211.3,2025-08-18 18:46:11
51,2,2005,398,4327,188200,180255,0,2940,16430.6,234025,263.4,2025-08-18 18:46:11
52,2,2004,274,2973,6444,122132,0,2364,9376.6,164058,280.3,2025-08-18 18:46:11
53,2,2003,213,2241,4460,97215,0,1766,6824,144612,302,2025-08-18 18:46:11
54,2,2002,179,1864,960,94981,0,1536,9265.7,77077,229.6,2025-08-18 18:46:11
55,2,2001,187,1648,38497,109254,0,1499,7291,76380,197.2,2025-08-18 18:46:11
56,2,2000,130,993,24628,81660,0,789,3498.4,55874,179.2,2025-08-18 18:46:11
57,2,1999,96,1003,46524,53409,0,837,6473,42333,230,2025-08-18 18:46:11
58,2,1998,140,1989,110875,93719,0,1533,16080.9,78485,249.9,2025-08-18 18:46:11
59,2,1997,102,1364,47280,86529,0,955,6708.8,40789,167.4,2025-08-18 18:46:11
60,2,1996,116,1803,69650,106915,0,1384,8753.2,47299,174,2025-08-18 18:46:11
61,2,1995,100,1184,53471,88940,0,1513,12366.8,79093,169.3,2025-08-18 18:46:11
62,2,1994,84,939,23812,91272,0,1147,7272.3,15371,77.2,2025-08-18 18:46:11
63,3,2024,16,164,10380,1600,925,38,146.3,2466,165,2025-08-18 18:46:11
64,3,2023,10,105,6045,980,700,24,60.3,1461,95.5,2025-08-18 18:46:11
65,3,2022,10,97,5910,1500,125,49,151.6,1770,136,2025-08-18 18:46:11
66,3,2021,6,68,4080,600,1750,15,5.7,558,21.5,2025-08-18 18:46:11
67,3,2020,4,59,3540,400,1075,7,12.2,651,162,2025-08-18 18:46:11
68,3,2019,13,196,14120,1300,2350,17,65.5,2283,94,2025-08-18 18:46:11
69,3,2018,28,270,13548,3100,2197,35,79.5,4021,108,2025-08-18 18:46:11
70,3,2017,43,336,26582,5208,1254,56,145,8278,69,2025-08-18 18:46:11
71,3,2016,17,172,8608,4453,2196,48,74.3,3756,90.8,2025-08-18 18:46:11
72,3,2015,18,184,11347,3900,2285,55,96.6,3722,84.3,2025-08-18 18:46:11
73,3,2014,23,222,8875,6134,983,67,46.1,4283,107.7,2025-08-18 18:46:11
74,3,2013,27,311,23131,5870,5026,54,23.8,5618,116.7,2025-08-18 18:46:11
75,3,2012,17,119,5167,5524,1900,42,69.7,2601,83,2025-08-18 18:46:11
76,3,2011,24,256,5338,11668,0,61,128.6,1830,59,2025-08-18 18:46:11
77,3,2010,34,267,7433,13223,50,115,292.6,3840,76.3,2025-08-18 18:46:11
78,3,2009,36,338,8929,16935,1155,120,512.2,4654,75.7,2025-08-18 18:46:11
79,3,2008,40,340,12280,11236,0,156,457.1,8819,141.8,2025-08-18 18:46:11
80,3,2007,41,279,9709,14962,0,118,333.8,8575,102.3,2025-08-18 18:46:11
81,3,2006,49,280,10289,15760,0,163,899.8,9638,131.7,2025-08-18 18:46:11
82,3,2005,48,359,8631,17830,0,137,211.1,7610,97,2025-08-18 18:46:11
83,3,2004,45,299,140,15635,0,136,744,6427,97.7,2025-08-18 18:46:11
84,3,2003,38,273,0,15491,0,125,462.9,5946,99.5,2025-08-18 18:46:11
85,3,2002,48,229,0,16805,0,136,965.4,6187,99,2025-08-18 18:46:11
86,3,2001,19,108,1884,5014,0,61,308,2555,75.6,2025-08-18 18:46:11
87,3,2000,20,104,19119,7706,0,48,269,11255,73.7,2025-08-18 18:46:11
88,3,1999,17,103,4124,6114,0,50,456,1826,74.3,2025-08-18 18:46:11
89,3,1998,16,87,3971,5855,0,36,233,2082,88.8,2025-08-18 18:46:11
90,3,1997,14,156,5680,4970,0,68,1027,1699,84.6,2025-08-18 18:46:11
91,3,1996,7,81,1118,5225,0,64,550,520,76,2025-08-18 18:46:11
92,3,1995,14,141,2073,13990,0,93,831.2,795,41.4,2025-08-18 18:46:11
93,3,1994,17,132,2063,14955,0,213,1019.1,842,37.9,2025-08-18 18:46:11
94,4,2023,1,2,120,100,0,2,4,48,48,2025-08-18 18:46:11
95,4,2019,2,4,150,200,300,1,1.3,87,43.5,2025-08-18 18:46:11
96,4,2016,2,14,462,600,0,3,18,293,146.4,2025-08-18 18:46:11
97,4,2015,2,10,160,800,0,4,50,296,148.1,2025-08-18 18:46:11
98,4,2014,2,11,408,600,0,8,68.3,1174,586.8,2025-08-18 18:46:11
99,4,2012,3,54,1716,800,400,25,141,1262,202,2025-08-18 18:46:11
100,4,2011,1,12,360,400,0,8,25,125,125,2025-08-18 18:46:11
101,4,2009,4,30,3660,720,0,10,115,3003,357.5,2025-08-18 18:46:11
102,4,2008,2,6,360,200,0,6,0,165,82.5,2025-08-18 18:46:11
103,4,2007,3,55,4950,300,0,64,4662,3077,1437,2025-08-18 18:46:11
104,4,2006,5,98,4460,2800,0,116,288.4,2586,574,2025-08-18 18:46:11
105,4,2005,1,6,720,100,0,8,40,843,843,2025-08-18 18:46:11
106,4,2004,4,52,0,500,0,44,110.6,7735,1353.3,2025-08-18 18:46:11
107,4,2003,3,27,0,300,0,31,183,4650,1902,2025-08-18 18:46:11
108,4,2001,2,20,1740,300,0,20,0,2503,1251.5,2025-08-18 18:46:11
109,4,2000,2,21,2160,300,0,16,0,3819,1909.3,2025-08-18 18:46:11
110,4,1999,1,6,360,200,0,12,72,729,729,2025-08-18 18:46:11
111,4,1998,3,27,5520,200,0,24,144,10542,4092,2025-08-18 18:46:11
112,4,1997,7,64,5690,1080,0,105,825,3462,443.5,2025-08-18 18:46:11
113,4,1996,16,108,13870,3843,0,107,752,21803,655.1,2025-08-18 18:46:11
114,4,1995,22,153,9161,11210,0,193,1227,10179,125.2,2025-08-18 18:46:11
115,4,1994,10,52,1352,7400,0,106,582,3183,183.8,2025-08-18 18:46:11
116,5,2021,1,3,180,100,100,2,0,11,11,2025-08-18 18:46:11
117,5,2019,1,37,2220,100,800,1,0,175,175,2025-08-18 18:46:11
118,5,2018,2,43,2423,1700,0,21,200.5,223,111.6,2025-08-18 18:46:11
119,5,2015,2,35,1920,1100,100,7,10,636,317.9,2025-08-18 18:46:11
120,5,2014,2,35,560,2000,0,15,14.1,109,54.3,2025-08-18 18:46:11
121,5,2013,5,75,2391,3220,0,18,11.5,867,200,2025-08-18 18:46:11
122,5,2012,3,50,608,3000,0,11,20,205,84.3,2025-08-18 18:46:11
123,5,2011,2,18,318,950,0,10,53,146,72.9,2025-08-18 18:46:11
124,5,2010,6,77,2522,2425,300,36,111,1016,106.8,2025-08-18 18:46:11
125,5,2009,4,26,351,2700,0,17,43,435,132.9,2025-08-18 18:46:11
126,5,2008,2,51,237,3650,0,21,23,165,82.6,2025-08-18 18:46:11
127,5,2007,3,49,726,3815,0,18,62.6,523,128.8,2025-08-18 18:46:11
128,5,2006,1,12,420,300,0,7,0,530,529.7,2025-08-18 18:46:11
129,5,2005,7,100,1853,4355,0,47,195.1,1753,145.2,2025-08-18 18:46:11
130,5,2004,5,50,0,1950,0,28,96.5,843,135.2,2025-08-18 18:46:11
131,5,2003,6,73,0,3190,0,22,151.3,1239,140.8,2025-08-18 18:46:11
132,5,2002,16,212,0,6665,0,73,319.3,11069,232.7,2025-08-18 18:46:11
133,5,2000,2,46,1380,800,0,0,0,621,310.4,2025-08-18 18:46:11
134,5,1999,5,54,2396,1870,0,24,144,2460,373.3,2025-08-18 18:46:11
135,5,1998,8,376,19791,2410,0,22,126,1279,144.5,2025-08-18 18:46:11
136,5,1996,3,25,374,2060,0,7,42,262,60.5,2025-08-18 18:46:11
137,5,1995,2,32,98,6130,0,32,130.8,93,46.4,2025-08-18 18:46:11
138,5,1994,1,63,116,6525,0,26,163,75,74.8,2025-08-18 18:46:11
139,6,2024,9,169,17550,900,2860,34,163.3,5395,395.8,2025-08-18 18:46:11
140,6,2023,21,250,21485,2298,2902,103,369.1,11162,281.5,2025-08-18 18:46:11
141,6,2022,6,60,6120,600,2300,33,124.6,4789,742,2025-08-18 18:46:11
142,6,2021,5,72,10680,500,2700,31,110,6051,1100,2025-08-18 18:46:11
143,6,2020,5,52,4374,1000,1350,25,153.1,3294,447,2025-08-18 18:46:11
144,6,2019,10,153,15530,1100,7450,62,222.2,3982,245.5,2025-08-18 18:46:11
145,6,2018,10,170,18195,1400,3750,66,339,4425,192.5,2025-08-18 18:46:11
146,6,2017,9,116,13422,1900,2800,50,350,4514,248,2025-08-18 18:46:11
147,6,2016,5,102,8730,650,310,50,165,3794,274,2025-08-18 18:46:11
148,6,2015,7,135,13592,1050,62,71,77,5743,515,2025-08-18 18:46:11
149,6,2014,5,114,8973,3768,1000,55,106,4244,445.5,2025-08-18 18:46:11
150,6,2013,9,124,11415,1120,5160,59,137,5402,611,2025-08-18 18:46:11
151,6,2012,13,248,25819,1895,3350,133,464.5,24121,630.5,2025-08-18 18:46:11
152,6,2011,35,647,44895,9670,3517,296,181.7,19104,429.9,2025-08-18 18:46:11
153,6,2010,15,121,11072,8790,1223,63,181,8410,141.3,2025-08-18 18:46:11
154,6,2009,23,387,23747,11820,900,172,1094,13480,263.3,2025-08-18 18:46:11
155,6,2008,17,219,26134,10060,0,112,292.1,22933,406.5,2025-08-18 18:46:11
156,6,2007,11,101,23908,6377,0,74,122.5,43165,255,2025-08-18 18:46:11
157,6,2006,16,88,15304,7674,0,81,144.4,28165,116.1,2025-08-18 18:46:11
158,6,2005,12,132,5501,5400,0,109,166.2,4383,298.5,2025-08-18 18:46:11
159,6,2004,3,43,0,3650,0,25,94.6,338,164.8,2025-08-18 18:46:11
160,6,2003,14,205,0,9850,0,793,1049.4,4163,331,2025-08-18 18:46:11
161,6,2002,9,80,0,8300,0,67,374.5,2931,91.4,2025-08-18 18:46:11
162,6,2001,13,44,646,6830,0,53,281,5176,74.6,2025-08-18 18:46:11
163,6,2000,14,71,846,5662,0,64,182.5,7050,337.7,2025-08-18 18:46:11
164,6,1999,8,64,1779,5150,0,28,178,1561,116,2025-08-18 18:46:11
165,6,1998,12,141,5028,11224,0,138,1083,11018,91.1,2025-08-18 18:46:11
166,6,1997,12,196,6540,9872,0,53,514,1094,49.4,2025-08-18 18:46:11
167,6,1996,16,205,5645,14389,0,187,2712,4236,75.6,2025-08-18 18:46:11
168,6,1995,11,111,2671,7700,0,159,2835,3368,67.4,2025-08-18 18:46:11
169,6,1994,17,260,5075,14810,0,193,1142,1753,111.4,2025-08-18 18:46:11
170,7,2024,471,4132,514016,48175,45352,1665,10210.5,666148,265,2025-08-18 18:46:11
171,7,2023,364,3276,460654,35625,71410,1319,6744.2,300154,231,2025-08-18 18:46:11
172,7,2022,293,3294,279416,46890,29285,1309,10019.7,148589,193,2025-08-18 18:46:11
173,7,2021,255,2476,276580,33176,33082,1094,5051.8,87538,190,2025-08-18 18:46:11
174,7,2020,155,873,78511,21312,11655,369,1539.4,68722,199.5,2025-08-18 18:46:11
175,7,2019,272,5628,662266,31394,56603,1222,9708.1,161474,228.8,2025-08-18 18:46:11
176,7,2018,278,6096,596249,30905,62717,1689,7488.2,208475,281.5,2025-08-18 18:46:11
177,7,2017,246,3044,320611,33609,38182,1233,3777.3,136326,206,2025-08-18 18:46:11
178,7,2016,219,3384,299901,31658,25390,1230,4695.2,135734,291.5,2025-08-18 18:46:11
179,7,2015,132,2266,240689,31605,17877,897,8401.6,77460,294,2025-08-18 18:46:11
180,7,2014,84,1357,118176,24660,13171,1037,3104.2,62010,344.5,2025-08-18 18:46:11
181,7,2013,85,1321,130244,32827,9676,800,3682.1,47441,319,2025-08-18 18:46:11
182,7,2012,109,1682,139194,24577,12291,819,4748.4,60171,291.2,2025-08-18 18:46:11
183,7,2011,90,1381,82641,30595,8461,691,3353.6,36478,268.3,2025-08-18 18:46:11
184,7,2010,127,1992,119284,41538,12992,1100,7026.6,65845,222.6,2025-08-18 18:46:11
185,7,2009,119,1783,101877,42272,6250,1009,6563.2,44413,186,2025-08-18 18:46:11
186,7,2008,107,1620,105900,36332,0,1013,5630.9,46865,256,2025-08-18 18:46:11
187,7,2007,100,1496,83098,35204,0,861,5416.6,45224,242,2025-08-18 18:46:11
188,7,2006,135,1850,92826,63524,0,1292,4773.3,65998,230.1,2025-08-18 18:46:11
189,7,2005,141,1871,54115,103495,0,1257,4728.1,54026,166.1,2025-08-18 18:46:11
190,7,2004,95,1220,705,61698,0,1088,6663,28299,159,2025-08-18 18:46:11
191,7,2003,97,1153,1685,57913,0,885,3055.4,38426,222,2025-08-18 18:46:11
192,7,2002,82,1058,1821,60968,0,812,7822.8,35801,193.6,2025-08-18 18:46:11
193,7,2001,61,590,5098,34153,0,425,3330,23928,147.6,2025-08-18 18:46:11
194,7,2000,43,482,20578,35207,0,546,2726,34653,265.5,2025-08-18 18:46:11
195,7,1999,28,303,14445,19908,0,366,2453,19223,364.6,2025-08-18 18:46:11
196,7,1998,36,564,30712,18446,0,726,4682.1,13487,329,2025-08-18 18:46:11
197,7,1997,22,292,14103,15977,0,412,4376.5,13143,269.3,2025-08-18 18:46:11
198,7,1996,20,398,18067,19691,0,482,3458.5,16853,268,2025-08-18 18:46:11
199,7,1995,20,279,13460,15590,0,437,3900.6,18186,136.3,2025-08-18 18:46:11
200,7,1994,9,207,7968,20385,0,260,1536.8,1905,175,2025-08-18 18:46:11
201,8,2024,119,1073,84140,14500,8237,271,882.4,35338,154,2025-08-18 18:46:11
202,8,2023,110,1158,93706,13785,14810,246,853.6,33640,156,2025-08-18 18:46:11
203,8,2022,134,1371,113693,15432,13669,398,989,34993,167.3,2025-08-18 18:46:11
204,8,2021,80,841,79380,8757,9327,302,407.9,26574,173,2025-08-18 18:46:11
205,8,2020,44,249,22853,4380,5955,70,161.5,10016,114.8,2025-08-18 18:46:11
206,8,2019,57,2054,108358,6725,21650,172,522.4,23004,312.5,2025-08-18 18:46:11
207,8,2018,92,1980,199065,11898,34034,362,1177.8,44194,304,2025-08-18 18:46:11
208,8,2017,69,1010,106155,18545,19755,256,620.2,73472,303,2025-08-18 18:46:11
209,8,2016,60,732,63805,7650,10570,279,2928,29041,403,2025-08-18 18:46:11
210,8,2015,75,857,96040,10601,12485,369,887.6,36794,305,2025-08-18 18:46:11
211,8,2014,71,785,112153,8586,11864,376,1432.1,61301,566.6,2025-08-18 18:46:11
212,8,2013,61,519,61712,12251,6647,325,1448.5,51602,478,2025-08-18 18:46:11
213,8,2012,91,937,91877,14946,7715,450,1497.1,51181,385.8,2025-08-18 18:46:11
214,8,2011,98,769,74671,25160,5744,422,1570.1,56609,306,2025-08-18 18:46:11
215,8,2010,114,1103,77480,28721,4438,830,3056.8,71738,301,2025-08-18 18:46:11
216,8,2009,134,1370,133271,42755,3929,822,2036.6,77775,335,2025-08-18 18:46:11
217,8,2008,117,1252,107997,32686,0,865,3050.2,82299,281.8,2025-08-18 18:46:11
218,8,2007,69,768,81302,19009,0,627,1940,41551,316.8,2025-08-18 18:46:11
219,8,2006,63,587,47326,21057,0,454,1481.6,39273,232.9,2025-08-18 18:46:11
220,8,2005,72,678,46281,25525,0,463,1242.7,42451,293.5,2025-08-18 18:46:11
221,8,2004,56,476,0,14165,0,336,1684.5,49186,457.6,2025-08-18 18:46:11
222,8,2003,29,245,0,9773,0,191,958.3,16716,280.4,2025-08-18 18:46:11
223,8,2002,44,314,291,15520,0,224,1176.2,22858,244.5,2025-08-18 18:46:11
224,8,2001,40,393,11711,17331,0,257,1423,21940,308.8,2025-08-18 18:46:11
225,8,2000,28,391,9745,8286,0,215,757.6,16240,313.3,2025-08-18 18:46:11
226,8,1999,30,265,9289,8096,0,205,958,13341,371.8,2025-08-18 18:46:11
227,8,1998,43,498,20616,17512,0,432,2973,17572,269.8,2025-08-18 18:46:11
228,8,1997,32,353,15968,18495,0,310,3044.8,14603,242.1,2025-08-18 18:46:11
229,8,1996,21,288,13050,12977,0,181,985.1,5300,221.3,2025-08-18 18:46:11
230,8,1995,23,339,14873,20019,0,456,5271.4,8420,97.9,2025-08-18 18:46:11
231,8,1994,27,349,13868,30855,0,443,3072.9,10077,114,2025-08-18 18:46:11
232,9,2024,7,109,12924,850,2001,17,57.5,715,108.5,2025-08-18 18:46:11
233,9,2023,12,123,14536,1400,1700,32,69.3,4551,255,2025-08-18 18:46:11
234,9,2022,5,83,9960,500,1400,9,75,2129,463.5,2025-08-18 18:46:11
235,9,2021,8,141,20520,800,1900,33,95.6,1645,182,2025-08-18 18:46:11
236,9,2020,3,10,885,500,100,7,0,222,19.5,2025-08-18 18:46:11
237,9,2019,6,134,15180,600,800,39,64,2283,272,2025-08-18 18:46:11
238,9,2018,7,228,21630,700,3100,54,126,2249,208,2025-08-18 18:46:11
239,9,2017,7,95,11100,700,500,33,165.5,2881,353,2025-08-18 18:46:11
240,9,2016,8,117,14040,800,760,54,268,3864,461,2025-08-18 18:46:11
241,9,2015,6,108,9934,930,3087,54,318.1,3299,525.6,2025-08-18 18:46:11
242,9,2014,1,84,2016,500,400,52,257,413,413.4,2025-08-18 18:46:11
243,9,2013,2,60,3440,640,333,39,403,2757,1378.3,2025-08-18 18:46:11
244,9,2012,1,43,2580,100,200,5,2.9,636,636,2025-08-18 18:46:11
245,9,2011,1,65,1560,500,200,23,180,245,245.2,2025-08-18 18:46:11
246,9,2010,1,65,1560,500,20,35,185,620,620.2,2025-08-18 18:46:11
247,9,2009,2,36,1824,700,40,32,150,1182,591.2,2025-08-18 18:46:11
248,9,2008,2,61,17114,530,0,77,95,6053,3026.3,2025-08-18 18:46:11
249,9,2007,5,112,2880,2500,0,89,688,2088,298.8,2025-08-18 18:46:11
250,9,2006,3,54,1296,1300,0,37,192,1373,489.2,2025-08-18 18:46:11
251,9,2005,7,130,1732,2810,0,57,292,2542,305.3,2025-08-18 18:46:11
252,9,2004,3,63,0,1400,0,55,427,1182,411.4,2025-08-18 18:46:11
253,9,2003,3,26,0,1400,0,21,110,823,227.8,2025-08-18 18:46:11
254,9,2002,1,13,0,10,0,2,4,10810,10810,2025-08-18 18:46:11
255,9,2001,1,20,0,22,0,6,20,7482,7481.8,2025-08-18 18:46:11
256,9,2000,2,82,282,2140,0,89,614,4111,2055.6,2025-08-18 18:46:11
257,9,1998,1,40,596,805,0,107,642,372,372.4,2025-08-18 18:46:11
258,9,1997,2,82,3950,490,0,148,2042,4956,2478.2,2025-08-18 18:46:11
259,10,2024,13,134,11625,1300,3500,57,610.3,11885,352.5,2025-08-18 18:46:11
260,10,2023,3,41,3585,300,2300,6,18.5,470,167,2025-08-18 18:46:11
261,10,2022,8,122,8935,800,4350,24,126.8,1457,116,2025-08-18 18:46:11
262,10,2021,10,73,5598,2550,2138,45,348,2417,242,2025-08-18 18:46:11
263,10,2020,5,99,7950,500,2350,7,12.5,1417,188.5,2025-08-18 18:46:11
264,10,2019,9,207,18023,1100,4800,51,135.7,1395,126.8,2025-08-18 18:46:11
265,10,2018,11,217,25260,1075,6540,67,128.5,3296,212.5,2025-08-18 18:46:11
266,10,2017,11,98,12285,1100,7950,61,147,1941,191,2025-08-18 18:46:11
267,10,2016,13,183,10040,3300,2600,77,110.5,2679,148.8,2025-08-18 18:46:11
268,10,2015,9,155,16548,5035,2500,129,4573,6271,261.8,2025-08-18 18:46:11
269,10,2014,7,148,7808,4389,333,110,90,2688,225.9,2025-08-18 18:46:11
270,10,2013,11,154,14074,6667,870,196,314,6762,416.7,2025-08-18 18:46:11
271,10,2012,9,145,7259,7455,1350,115,189.8,2091,151.6,2025-08-18 18:46:11
272,10,2011,8,99,3977,4275,0,129,214,1290,87.6,2025-08-18 18:46:11
273,10,2010,14,185,7861,8071,251,160,283,1870,110.9,2025-08-18 18:46:11
274,10,2009,15,221,8442,12115,780,191,281.5,2530,129.6,2025-08-18 18:46:11
275,10,2008,16,289,11132,11340,0,240,897,3711,179.3,2025-08-18 18:46:11
276,10,2007,14,134,3209,11922,0,223,717,4196,242,2025-08-18 18:46:11
277,10,2006,16,210,2555,18300,0,338,231,3294,150.9,2025-08-18 18:46:11
278,10,2005,16,330,7057,28300,0,333,1421,2842,173.2,2025-08-18 18:46:11
279,10,2004,14,238,0,26420,0,300,1096,1497,61.3,2025-08-18 18:46:11
280,10,2003,10,188,0,19227,0,183,162,2413,102.7,2025-08-18 18:46:11
281,10,2002,8,119,0,23177,0,176,3911,2266,192.9,2025-08-18 18:46:11
282,10,2001,7,69,499,8300,0,85,1266,876,138.8,2025-08-18 18:46:11
283,10,2000,7,81,565,19750,0,136,46,871,84.3,2025-08-18 18:46:11
284,10,1999,5,119,3868,12300,0,156,1073,2188,330,2025-08-18 18:46:11
285,10,1998,2,40,1480,1550,0,121,726,1175,587.3,2025-08-18 18:46:11
286,10,1997,3,51,1529,2629,0,57,716.5,539,127.7,2025-08-18 18:46:11
287,10,1996,4,179,8790,3400,0,282,1811,5413,186.1,2025-08-18 18:46:11
288,10,1995,1,40,2400,200,0,180,1080,4651,4650.5,2025-08-18 18:46:11
289,10,1994,2,62,4244,15020,0,151,907,210,104.8,2025-08-18 18:46:11
290,11,2024,6,95,11760,600,5600,45,166.6,8637,625.5,2025-08-18 18:46:11
291,11,2023,16,204,35520,1800,5400,80,908.8,5464,360.5,2025-08-18 18:46:11
292,11,2022,12,189,10783,6100,2300,62,452.1,2259,135,2025-08-18 18:46:11
293,11,2021,8,101,9720,800,3150,38,289.1,2373,165,2025-08-18 18:46:11
294,11,2020,9,25,1380,3200,2600,18,103.5,759,64.3,2025-08-18 18:46:11
295,11,2019,13,162,11920,2000,1700,50,365.6,4128,224.8,2025-08-18 18:46:11
296,11,2018,10,167,11135,2300,950,63,393.5,5792,253,2025-08-18 18:46:11
297,11,2017,12,84,6112,4210,2400,57,327.5,2261,175.1,2025-08-18 18:46:11
298,11,2016,15,158,11789,4500,1671,123,280,2617,163.5,2025-08-18 18:46:11
299,11,2015,13,102,6444,4550,1640,109,468.5,3019,196.5,2025-08-18 18:46:11
300,11,2014,9,64,3806,2650,1400,38,486,1715,196,2025-08-18 18:46:11
301,11,2013,9,84,3922,4315,0,77,1110,2386,187.7,2025-08-18 18:46:11
302,11,2012,12,101,4252,3365,442,71,1492.8,1843,107,2025-08-18 18:46:11
303,11,2011,7,132,6306,1390,300,60,856.6,2483,299,2025-08-18 18:46:11
304,11,2010,13,105,3973,5415,500,138,874.5,4374,245.8,2025-08-18 18:46:11
305,11,2009,10,117,5854,2600,725,66,531.7,3315,149,2025-08-18 18:46:11
306,11,2008,10,113,5024,4700,0,84,1119,2244,110,2025-08-18 18:46:11
307,11,2007,9,181,7923,3100,0,80,1087.5,3357,202.5,2025-08-18 18:46:11
308,11,2006,19,228,10904,20400,0,119,1177,3415,111.5,2025-08-18 18:46:11
309,11,2005,13,161,4040,10350,0,107,519.5,2500,108.9,2025-08-18 18:46:11
310,11,2004,7,73,0,11465,0,162,1201,1170,111.1,2025-08-18 18:46:11
311,11,2003,3,37,0,4900,0,88,352,247,83.9,2025-08-18 18:46:11
312,11,2002,3,80,0,6364,0,68,700,467,88.6,2025-08-18 18:46:11
313,11,2000,1,3,180,200,0,10,35,272,272,2025-08-18 18:46:11
